,LATITUD,LONGITUD
132,19.6960167,-101.1625667
133,19.6960167,-101.1625667
134,19.6960167,-101.1625667
135,19.6960167,-101.1625667
136,19.69473,-101.1625045
137,19.69473,-101.1625045
138,19.69473,-101.1625045
139,19.6960167,-101.1625667
140,19.69473,-101.1625045
141,19.69473,-101.1625045
142,19.69473,-101.1625045
143,19.69473,-101.1625045
144,19.69473,-101.1625045
145,19.69473,-101.1625045
146,19.697441100967,-101.158277211987
147,19.6974520393671,-101.158187243425
148,19.6974520393671,-101.158187243425
149,19.6974520393671,-101.158187243425
150,19.6974520393671,-101.158187243425
151,19.6974520393671,-101.158187243425
152,19.6974520393671,-101.158187243425
153,19.6974520393671,-101.158187243425
154,19.6974520393671,-101.158187243425
155,19.6974520393671,-101.158187243425
156,19.6974520393671,-101.158187243425
157,19.6974520393671,-101.158187243425
158,19.6974520393671,-101.158187243425
159,19.7040551,-101.2232675
160,19.6772973,-101.2544707
161,19.6772973,-101.2544707
162,19.6772973,-101.2544707
163,19.6772973,-101.2544707
164,19.677428,-101.2546834
165,19.6774592,-101.2546869
166,19.6774541,-101.2546866
167,19.6774402,-101.2547048
168,19.6774625,-101.2546921
169,19.6774625,-101.2546921
170,19.6774625,-101.2546921
171,19.6774651,-101.2546883
172,19.6774295,-101.2546873
173,19.6774295,-101.2546873
174,19.6774631,-101.2546988
175,19.6774631,-101.254686
176,19.6774631,-101.254686
177,19.6774631,-101.254686
178,19.6774631,-101.254686
179,19.6774631,-101.254686
180,19.6774631,-101.254686
181,19.6774631,-101.254686
182,19.7076675,-101.1576587
183,19.7076675,-101.1576587
184,19.7076675,-101.1576587
185,19.7076675,-101.1576587
186,19.7076675,-101.1576587
187,19.7076675,-101.1576587
188,19.7076675,-101.1576587
189,19.7076675,-101.1576587
190,19.7076675,-101.1576587
191,19.7076675,-101.1576587
192,19.7076675,-101.1576587
193,19.6962348,-101.1625873
194,19.6962348,-101.1625873
195,19.6962348,-101.1625873
196,19.6962348,-101.1625873
197,19.6962348,-101.1625873
198,19.6962348,-101.1625873
199,19.6962348,-101.1625873
200,19.6962348,-101.1625873
201,19.695884,-101.162369
202,19.695884,-101.162369
203,21.0632655,-100.4738986
204,21.0632729,-100.4739071
205,21.0632729,-100.4739071
206,21.0632729,-100.4739071
207,21.0632576,-100.4738821
208,21.0632982,-100.4739029
209,21.0632838,-100.4738852
210,21.0632534,-100.4739027
211,19.6974930372605,-101.158302746847
212,19.6974930372605,-101.158302746847
213,19.6974593415149,-101.158072712651
214,19.6974593415149,-101.158072712651
215,19.6974895305699,-101.158293292159
216,19.6974784311727,-101.158290994387
